id,regiaosigla,estadosigla,municipio,revenda,cnpjrevenda,produto,datacoleta,valorvenda,valorcompra,unidademedida,bandeira
417,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,14/05/2019,3,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
418,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,17/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
419,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,18/06/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
420,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,20/02/2019,3,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
421,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,23/05/2019,3,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
422,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,24/06/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
423,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,25/03/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
424,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,25/04/2019,3,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
425,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,26/02/2019,3,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
426,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,28/05/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
427,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,29/01/2019,3,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
428,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,02/01/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
429,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,05/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
430,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,08/03/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
431,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,08/05/2019,5,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
432,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,11/04/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
433,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,11/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
434,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,13/03/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
435,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,14/05/2019,5,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
436,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,17/01/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
437,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,18/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
438,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,20/02/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
439,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,23/05/2019,5,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
440,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,24/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
441,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,25/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
442,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,25/04/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
443,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,26/02/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
444,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,28/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
445,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,29/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
446,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL,02/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
447,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL,13/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
448,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL,17/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
449,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL,25/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
450,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL,26/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
451,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,02/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
452,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,05/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
453,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,08/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
454,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,08/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
455,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,11/04/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
456,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,11/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
457,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,13/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
458,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,14/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
459,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,17/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
460,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,18/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
461,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,23/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
462,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,24/06/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
463,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,25/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
464,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,25/04/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
465,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,26/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
466,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,DIESEL S10,28/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
467,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,02/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
468,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,05/06/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
469,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,08/03/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
470,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,08/05/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
471,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,11/04/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
472,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,11/06/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
473,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,13/03/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
474,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,14/05/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
475,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,17/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
476,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,18/06/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
477,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,23/05/2019,3,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
478,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,24/06/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
479,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,25/03/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
480,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,25/04/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
481,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,26/02/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
482,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,ETANOL,28/05/2019,3,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
483,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,02/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
484,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,05/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
485,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,08/03/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
486,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,08/05/2019,5,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
487,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,11/04/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
488,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,11/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
489,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,13/03/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
490,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,14/05/2019,5,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
491,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,17/01/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
492,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,18/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
493,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,23/05/2019,5,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
494,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,24/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
495,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,25/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
496,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,25/04/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
497,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,26/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
498,CO,DF,BRASILIA,AUTO POSTO JB LIMITADA,672345000000,GASOLINA,28/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
499,CO,DF,BRASILIA,AUTO POSTO JK LTDA,3482210000000,DIESEL S10,11/06/2019,4,0,R$ / litro,RAIZEN
500,CO,DF,BRASILIA,AUTO POSTO JK LTDA,3482210000000,ETANOL,11/06/2019,3,0,R$ / litro,RAIZEN
501,CO,DF,BRASILIA,AUTO POSTO JK LTDA,3482210000000,GASOLINA,11/06/2019,4,3,R$ / litro,RAIZEN
502,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,02/04/2019,3,3,R$ / litro,BRANCA
503,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,06/06/2019,4,0,R$ / litro,BRANCA
504,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,08/01/2019,3,3,R$ / litro,BRANCA
505,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,09/05/2019,4,3,R$ / litro,BRANCA
506,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,11/06/2019,4,3,R$ / litro,BRANCA
507,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,12/02/2019,3,3,R$ / litro,BRANCA
508,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,14/05/2019,4,3,R$ / litro,BRANCA
509,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,17/04/2019,3,3,R$ / litro,BRANCA
510,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,18/06/2019,3,3,R$ / litro,BRANCA
511,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,20/03/2019,3,3,R$ / litro,BRANCA
512,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,23/05/2019,4,3,R$ / litro,BRANCA
513,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,25/06/2019,3,3,R$ / litro,BRANCA
514,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,28/05/2019,4,3,R$ / litro,BRANCA
515,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL,29/04/2019,4,3,R$ / litro,BRANCA
516,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,02/04/2019,4,3,R$ / litro,BRANCA
517,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,06/06/2019,4,0,R$ / litro,BRANCA
518,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,08/01/2019,4,3,R$ / litro,BRANCA
519,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,09/05/2019,4,4,R$ / litro,BRANCA
520,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,11/06/2019,4,3,R$ / litro,BRANCA
521,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,12/02/2019,4,3,R$ / litro,BRANCA
522,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,14/05/2019,4,3,R$ / litro,BRANCA
523,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,17/04/2019,4,3,R$ / litro,BRANCA
524,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,18/06/2019,4,3,R$ / litro,BRANCA
525,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,20/03/2019,4,3,R$ / litro,BRANCA
526,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,23/05/2019,4,3,R$ / litro,BRANCA
527,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,25/06/2019,4,3,R$ / litro,BRANCA
528,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,28/05/2019,4,3,R$ / litro,BRANCA
529,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,DIESEL S10,29/04/2019,4,3,R$ / litro,BRANCA
530,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,02/04/2019,3,3,R$ / litro,BRANCA
531,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,06/06/2019,3,0,R$ / litro,BRANCA
532,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,08/01/2019,3,3,R$ / litro,BRANCA
533,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,09/05/2019,3,3,R$ / litro,BRANCA
534,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,11/06/2019,3,2,R$ / litro,BRANCA
535,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,12/02/2019,3,2,R$ / litro,BRANCA
536,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,14/05/2019,3,3,R$ / litro,BRANCA
537,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,17/04/2019,3,3,R$ / litro,BRANCA
538,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,18/06/2019,3,3,R$ / litro,BRANCA
539,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,20/03/2019,3,3,R$ / litro,BRANCA
540,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,23/05/2019,3,3,R$ / litro,BRANCA
541,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,25/06/2019,3,3,R$ / litro,BRANCA
542,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,28/05/2019,3,3,R$ / litro,BRANCA
543,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,ETANOL,29/04/2019,3,4,R$ / litro,BRANCA
544,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,02/04/2019,4,4,R$ / litro,BRANCA
545,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,06/06/2019,4,0,R$ / litro,BRANCA
546,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,08/01/2019,4,4,R$ / litro,BRANCA
547,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,09/05/2019,4,4,R$ / litro,BRANCA
548,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,11/06/2019,4,4,R$ / litro,BRANCA
549,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,12/02/2019,4,4,R$ / litro,BRANCA
550,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,14/05/2019,4,4,R$ / litro,BRANCA
551,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,17/04/2019,4,4,R$ / litro,BRANCA
552,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,18/06/2019,4,4,R$ / litro,BRANCA
553,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,20/03/2019,4,4,R$ / litro,BRANCA
554,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,23/05/2019,4,4,R$ / litro,BRANCA
555,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,25/06/2019,4,4,R$ / litro,BRANCA
556,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,28/05/2019,4,4,R$ / litro,BRANCA
557,CO,DF,BRASILIA,AUTO POSTO JP DERIVADOS DE PETROLEO LTDA,4787160000000,GASOLINA,29/04/2019,4,3,R$ / litro,BRANCA
558,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,01/04/2019,4,0,R$ / litro,BRANCA
559,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,02/01/2019,4,0,R$ / litro,BRANCA
560,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,05/06/2019,4,0,R$ / litro,BRANCA
561,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,07/05/2019,4,0,R$ / litro,BRANCA
562,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,11/04/2019,4,0,R$ / litro,BRANCA
563,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,11/06/2019,4,0,R$ / litro,BRANCA
564,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,14/05/2019,4,0,R$ / litro,BRANCA
565,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,17/04/2019,4,0,R$ / litro,BRANCA
566,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,18/06/2019,4,3,R$ / litro,BRANCA
567,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,20/03/2019,4,0,R$ / litro,BRANCA
568,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,23/05/2019,4,4,R$ / litro,BRANCA
569,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,25/06/2019,4,0,R$ / litro,BRANCA
570,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,26/02/2019,4,0,R$ / litro,BRANCA
571,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,28/05/2019,4,0,R$ / litro,BRANCA
572,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,29/01/2019,4,0,R$ / litro,BRANCA
573,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL,29/04/2019,4,0,R$ / litro,BRANCA
574,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL S10,02/01/2019,4,0,R$ / litro,BRANCA
575,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL S10,11/04/2019,4,0,R$ / litro,BRANCA
576,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL S10,26/02/2019,4,0,R$ / litro,BRANCA
577,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,DIESEL S10,29/01/2019,4,3,R$ / litro,BRANCA
578,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,01/04/2019,3,0,R$ / litro,BRANCA
579,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,05/06/2019,3,0,R$ / litro,BRANCA
580,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,07/05/2019,3,0,R$ / litro,BRANCA
581,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,11/06/2019,3,0,R$ / litro,BRANCA
582,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,14/05/2019,3,0,R$ / litro,BRANCA
583,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,17/04/2019,3,0,R$ / litro,BRANCA
584,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,18/06/2019,3,3,R$ / litro,BRANCA
585,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,20/03/2019,3,0,R$ / litro,BRANCA
586,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,23/05/2019,3,3,R$ / litro,BRANCA
587,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,25/06/2019,3,0,R$ / litro,BRANCA
588,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,28/05/2019,3,0,R$ / litro,BRANCA
