id,regiaosigla,estadosigla,municipio,revenda,cnpjrevenda,produto,datacoleta,valorvenda,valorcompra,unidademedida,bandeira
589,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,ETANOL,29/04/2019,3,4,R$ / litro,BRANCA
590,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,01/04/2019,4,0,R$ / litro,BRANCA
591,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,02/01/2019,4,0,R$ / litro,BRANCA
592,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,05/06/2019,4,0,R$ / litro,BRANCA
593,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,07/05/2019,4,0,R$ / litro,BRANCA
594,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,11/04/2019,4,0,R$ / litro,BRANCA
595,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,11/06/2019,4,0,R$ / litro,BRANCA
596,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,14/05/2019,4,0,R$ / litro,BRANCA
597,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,17/04/2019,4,0,R$ / litro,BRANCA
598,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,18/06/2019,4,4,R$ / litro,BRANCA
599,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,20/03/2019,4,0,R$ / litro,BRANCA
600,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,23/05/2019,4,4,R$ / litro,BRANCA
601,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,25/06/2019,4,0,R$ / litro,BRANCA
602,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,26/02/2019,4,0,R$ / litro,BRANCA
603,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,28/05/2019,4,0,R$ / litro,BRANCA
604,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,29/01/2019,4,0,R$ / litro,BRANCA
605,CO,DF,BRASILIA,AUTO POSTO LAZZAT LTDA,3690810000000,GASOLINA,29/04/2019,4,0,R$ / litro,BRANCA
606,CO,DF,BRASILIA,AUTO POSTO MARK SOBRADINHO II LTDA,29116400000000,ETANOL,20/02/2019,3,0,R$ / litro,IPIRANGA
607,CO,DF,BRASILIA,AUTO POSTO MARK SOBRADINHO II LTDA,29116400000000,GASOLINA,20/02/2019,4,0,R$ / litro,IPIRANGA
608,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,DIESEL,20/02/2019,3,0,R$ / litro,BRANCA
609,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,DIESEL S10,20/02/2019,4,0,R$ / litro,BRANCA
610,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,ETANOL,20/02/2019,3,0,R$ / litro,BRANCA
611,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,GASOLINA,20/02/2019,4,0,R$ / litro,BRANCA
612,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,DIESEL,20/02/2019,3,0,R$ / litro,BRANCA
613,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,ETANOL,20/02/2019,3,0,R$ / litro,BRANCA
614,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,GASOLINA,20/02/2019,4,3,R$ / litro,BRANCA
615,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,DIESEL,20/02/2019,3,3,R$ / litro,BRANCA
616,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,DIESEL S10,20/02/2019,4,2,R$ / litro,BRANCA
617,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,ETANOL,20/02/2019,3,4,R$ / litro,BRANCA
618,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,GASOLINA,20/02/2019,4,3,R$ / litro,BRANCA
619,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,DIESEL S10,20/02/2019,4,3,R$ / litro,BRANCA
620,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,ETANOL,20/02/2019,3,4,R$ / litro,BRANCA
621,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,GASOLINA,20/02/2019,4,0,R$ / litro,BRANCA
622,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,DIESEL S10,20/02/2019,4,0,R$ / litro,BRANCA
623,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,ETANOL,20/02/2019,3,0,R$ / litro,BRANCA
624,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,GASOLINA,20/02/2019,4,0,R$ / litro,BRANCA
625,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,DIESEL S10,26/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
626,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,ETANOL,26/02/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
627,CO,DF,BRASILIA,AUTO POSTO MILLENNIUM 2000 LTDA,3261490000000,GASOLINA,26/02/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
628,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,05/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
629,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,07/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
630,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,11/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
631,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,15/05/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
632,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,17/04/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
633,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,18/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
634,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,23/05/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
635,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,25/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
636,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,28/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
637,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL,29/04/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
638,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,05/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
639,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,07/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
640,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,11/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
641,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,15/05/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
642,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,17/04/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
643,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,18/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
644,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,23/05/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
645,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,25/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
646,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,28/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
647,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,DIESEL S10,29/04/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
648,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,05/06/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
649,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,07/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
650,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,11/06/2019,3,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
651,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,15/05/2019,3,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
652,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,17/04/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
653,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,18/06/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
654,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,23/05/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
655,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,25/06/2019,3,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
656,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,28/05/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
657,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,ETANOL,29/04/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
658,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,05/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
659,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,07/05/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
660,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,11/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
661,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,15/05/2019,5,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
662,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,17/04/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
663,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,18/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
664,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,23/05/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
665,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,25/06/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
666,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,28/05/2019,5,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
667,CO,DF,BRASILIA,AUTO POSTO MORADA DOS NOBRES LTDA,9215900000000,GASOLINA,29/04/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
668,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,DIESEL,02/04/2019,4,0,R$ / litro,RAIZEN
669,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,DIESEL,11/06/2019,4,3,R$ / litro,RAIZEN
670,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,DIESEL,17/04/2019,4,3,R$ / litro,RAIZEN
671,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,DIESEL,21/03/2019,4,3,R$ / litro,RAIZEN
672,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,DIESEL S10,02/04/2019,4,4,R$ / litro,RAIZEN
673,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,DIESEL S10,11/06/2019,4,3,R$ / litro,RAIZEN
674,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,DIESEL S10,17/04/2019,4,3,R$ / litro,RAIZEN
675,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,DIESEL S10,21/03/2019,4,3,R$ / litro,RAIZEN
676,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,ETANOL,02/04/2019,3,3,R$ / litro,RAIZEN
677,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,ETANOL,11/06/2019,3,3,R$ / litro,RAIZEN
678,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,ETANOL,17/04/2019,3,3,R$ / litro,RAIZEN
679,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,ETANOL,21/03/2019,3,4,R$ / litro,RAIZEN
680,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,GASOLINA,02/04/2019,4,4,R$ / litro,RAIZEN
681,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,GASOLINA,11/06/2019,4,4,R$ / litro,RAIZEN
682,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,GASOLINA,17/04/2019,4,4,R$ / litro,RAIZEN
683,CO,DF,BRASILIA,AUTO POSTO NM 16 LTDA.,11948200000000,GASOLINA,21/03/2019,4,0,R$ / litro,RAIZEN
684,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL,02/01/2019,4,0,R$ / litro,RAIZEN
685,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL,02/04/2019,4,0,R$ / litro,RAIZEN
686,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL,08/03/2019,4,0,R$ / litro,RAIZEN
687,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL,11/06/2019,4,0,R$ / litro,RAIZEN
688,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL,17/04/2019,3,0,R$ / litro,RAIZEN
689,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL,20/02/2019,4,0,R$ / litro,RAIZEN
690,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL,20/03/2019,4,0,R$ / litro,RAIZEN
691,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL,29/01/2019,4,0,R$ / litro,RAIZEN
692,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL,29/04/2019,4,0,R$ / litro,RAIZEN
693,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL S10,02/01/2019,4,0,R$ / litro,RAIZEN
694,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL S10,02/04/2019,4,0,R$ / litro,RAIZEN
695,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL S10,08/03/2019,4,0,R$ / litro,RAIZEN
696,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL S10,11/06/2019,4,0,R$ / litro,RAIZEN
697,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL S10,17/04/2019,4,0,R$ / litro,RAIZEN
698,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL S10,20/02/2019,4,0,R$ / litro,RAIZEN
699,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL S10,20/03/2019,4,0,R$ / litro,RAIZEN
700,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL S10,29/01/2019,4,0,R$ / litro,RAIZEN
701,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,DIESEL S10,29/04/2019,4,0,R$ / litro,RAIZEN
702,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,ETANOL,02/01/2019,3,0,R$ / litro,RAIZEN
703,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,ETANOL,02/04/2019,3,0,R$ / litro,RAIZEN
704,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,ETANOL,08/03/2019,3,0,R$ / litro,RAIZEN
705,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,ETANOL,11/06/2019,3,0,R$ / litro,RAIZEN
706,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,ETANOL,17/04/2019,3,0,R$ / litro,RAIZEN
707,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,ETANOL,20/02/2019,3,0,R$ / litro,RAIZEN
708,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,ETANOL,20/03/2019,3,0,R$ / litro,RAIZEN
709,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,ETANOL,29/01/2019,3,0,R$ / litro,RAIZEN
710,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,ETANOL,29/04/2019,3,0,R$ / litro,RAIZEN
711,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,GASOLINA,02/01/2019,4,0,R$ / litro,RAIZEN
712,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,GASOLINA,02/04/2019,5,0,R$ / litro,RAIZEN
713,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,GASOLINA,08/03/2019,4,0,R$ / litro,RAIZEN
714,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,GASOLINA,11/06/2019,4,0,R$ / litro,RAIZEN
715,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,GASOLINA,17/04/2019,4,0,R$ / litro,RAIZEN
716,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,GASOLINA,20/02/2019,4,0,R$ / litro,RAIZEN
717,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,GASOLINA,20/03/2019,4,0,R$ / litro,RAIZEN
718,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,GASOLINA,29/01/2019,4,0,R$ / litro,RAIZEN
719,CO,DF,BRASILIA,AUTO POSTO NN 10 LTDA.,11936600000000,GASOLINA,29/04/2019,4,0,R$ / litro,RAIZEN
720,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA 409 DERIVADOS DE PETRÓLEO LTDA,20645400000000,DIESEL S10,20/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
721,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA 409 DERIVADOS DE PETRÓLEO LTDA,20645400000000,ETANOL,20/02/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
722,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA 409 DERIVADOS DE PETRÓLEO LTDA,20645400000000,GASOLINA,20/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
723,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,DIESEL,02/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
724,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,DIESEL,11/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
725,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,DIESEL,13/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
726,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,DIESEL,20/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
727,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,DIESEL,25/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
728,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,DIESEL,26/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
729,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,DIESEL,29/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
730,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,ETANOL,02/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
731,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,ETANOL,11/06/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
732,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,ETANOL,13/03/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
733,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,ETANOL,20/02/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
734,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,ETANOL,25/03/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
735,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,ETANOL,26/02/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
736,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,ETANOL,29/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
737,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,GASOLINA,02/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
738,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,GASOLINA,11/06/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
739,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,GASOLINA,13/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
740,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,GASOLINA,20/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
741,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,GASOLINA,25/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
742,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,GASOLINA,26/02/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
743,CO,DF,BRASILIA,AUTO POSTO ORIGINAL BRASILIA DERIVADOS DE PETROLEO LTDA - ME,9103980000000,GASOLINA,29/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
744,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,DIESEL,11/04/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
745,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,DIESEL,13/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
746,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,DIESEL,17/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
747,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,DIESEL,25/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
748,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,DIESEL,29/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
749,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,DIESEL S10,25/04/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
750,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,DIESEL S10,29/04/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
